Your Best Nightmare,Toby Fox,190,3.0,3.5,760.0,6.0,6.5,925.0,8+,8.9,1086,0,0.0,0,10,10.2,1451
Last Goodbye,Toby Fox,180,2.0,2.5,497.0,6.0,6.5,605.0,8.0,8.2,727,9+,9.7,911,0,0.0,0
MEGALOVANIA,Toby Fox,240,4.0,4.5,906.0,7.0,7.5,969.0,9.0,9.5,1064,10,10.5,1202,0,0.0,0
MEGALOVANIA (Camellia Remix),Camellia,242,5.0,5.5,946.0,8.0,8.4,1161.0,9+,9.8,1345,10+,10.9,1468,0,0.0,0
Placebo♥Battler,OSTER Project,270,5.0,5.5,597.0,8.0,8.3,827.0,10.0,10.4,1194,0,0.0,0,0,0.0,0
Black Mirror on the Wall,暁Records,130,3.0,3.5,471.0,6.0,6.5,613.0,8.0,8.6,735,9+,9.7,894,0,0.0,0
Shinchoku Doudesuka?,sumijun feat. ななひら,199,3.0,3.5,595.0,7.0,7.5,743.0,8+,8.8,957,9+,9.9,1162,0,0.0,0
TRPNO,Nauts,150,4.0,4.5,451.0,7+,7.8,562.0,10.0,10.0,897,0,0.0,0,0,0.0,0
t (tau),Wooden,155,4.0,4.5,553.0,7+,7.8,798.0,9+,9.7,1057,0,0.0,0,0,0.0,0
Dull Blade,stuv,128-160,4.0,4.5,579.0,8.0,8.0,780.0,10.0,10.5,1199,0,0.0,0,0,0.0,0
Won't Back Down,Pure 100% / KASA,165,3.0,3.5,437.0,6.0,6.5,551.0,9+,9.8,1015,0,0.0,0,0,0.0,0
Don't Die,Paul Bazooka,175,3.0,3.5,460.0,7.0,7.0,565.0,9.0,9.4,793,10,10.1,1004,0,0.0,0
Ladymade Star,ESTi,136,2.0,2.5,394.0,6.0,6.5,491.0,8.0,8.4,636,9,9.2,753,0,0.0,0
End of the Moonlight,Forte Escape,155,3.0,3.0,340.0,5.0,5.5,434.0,9.0,9.5,738,0,0.0,0,0,0.0,0
U.A.D,HAYAKO,129,3.0,3.5,366.0,6.0,6.5,526.0,8+,8.7,643,9+,9.8,826,0,0.0,0
OBLIVION,ESTi,141,4.0,4.0,469.0,7.0,7.0,527.0,9.0,9.5,759,10,10.1,871,0,0.0,0
Nightmare,M2U,190,4.0,4.5,680.0,7.0,7.8,757.0,9+,9.8,901,10+,10.8,1116,0,0.0,0
Tic! Tac! Toe!,TAK x Corbin,126,3.0,3.5,353.0,7.0,7.5,505.0,8+,8.8,760,9+,9.9,907,0,0.0,0
SATISFACTION,P*Light & DJ Noriken feat. KMNZ,180,3.0,3.5,580.0,6.0,6.5,738.0,8.0,8.5,890,9,9.5,1047,0,0.0,0
Someday,NieN,136,3.0,3.0,367.0,6.0,6.0,477.0,9.0,9.5,673,0,0.0,0,0,0.0,0
Miles,Electronic Boutique,130,3.0,3.5,385.0,6.0,6.5,548.0,8.0,8.2,687,9+,9.8,829,0,0.0,0
I want You,Lin-G,140,3.0,3.0,326.0,5.0,5.5,395.0,8.0,8.3,528,9,9.4,660,0,0.0,0
Syriana,BEXTER,135,4.0,4.5,490.0,7.0,7.5,516.0,9+,9.9,886,0,0.0,0,0,0.0,0
Liar,zts,140,4.0,4.5,461.0,7+,7.8,614.0,10.0,10.0,919,0,0.0,0,0,0.0,0
BlythE,M2U,180,3.0,3.5,610.0,7.0,7.5,729.0,9.0,9.4,1000,10,10.5,1207,0,0.0,0
We're All Gonna Die,Paul Bazooka,180,5.0,5.5,733.0,8.0,8.0,864.0,10.0,10.1,1147,10+,10.9,1335,0,0.0,0
Dematerialized,In Love With A Ghost,86,1.0,1.5,469.0,4.0,4.5,659.0,7.0,7.5,722,8,8.3,790,0,0,0
See the Lights!,polysha feat. しろさきあや,136,3.0,3.5,445.0,6.0,6.5,582.0,8.0,8.6,692,9,9.6,844,0,0,0
Scarlet Lunar Empress,technoplanet feat. 夕月ティア,108-184,3.0,3.5,609.0,7.0,7.0,698.0,9+,9.8,1037,0,0.0,0,0,0,0
Dual Dependency,seatrus,155,4.0,4.5,607.0,7+,7.8,784.0,9.0,9.5,987,10,10.4,1162,0,0,0
Lilly,Juggernaut.,235,5.0,5.0,865.0,8.0,8.4,1052.0,9+,9.9,1312,10+,10.8,1353,0,0,0
Extradimensional Cosmic Phenomenon,TAKIO feat. つぐ,180-300,6.0,6.5,1011.0,8+,8.8,1193.0,10.0,10.6,1422,11,11.3,1726,0,0,0
disintegration,ひゅ〜ぶ,135,4.0,4.0,387.0,6.0,6.5,466.0,8.0,8.3,605,9+,9.8,821,0,0,0
Factorder,瀬名 feat. 梨雛,168,2.0,2.5,510.0,6.0,6.5,663.0,8.0,8.6,849,9,9.6,1015,0,0,0
incomplete the one,Halv feat.Kuroa*,208,3.0,3.5,691.0,7.0,7.5,848.0,8+,8.8,912,9+,9.9,1008,0,0,0
CHAOSBLAST,QURELESS + 柚子花,480,4.0,4.5,786.0,7+,7.8,1000.0,9.0,9.6,1290,10,10.5,1539,0,0,0
"Welcome, Queen of Fiction.",打打だいず,110-305,5.0,5.0,610.0,8.0,8.5,832.0,10.0,10.1,1172,10+,10.9,1442,0,0,0
AlterGate,MisoilePunch♪ ~タケノコ添え~,199,5.0,5.5,774.0,8+,8.7,993.0,10+,10.7,1324,0,0.0,0,0,0,0
Acheron,KARUT,175-145,3.0,3.5,538.0,7.0,7.5,688.0,9+,9.7,1024,0,0.0,0,0,0.0,0
Eternity Break,Puru,170,3.0,3.5,634.0,7.0,7.5,882.0,9.0,9.6,1051,10,10.4,1155,0,0.0,0
ROST PAGE GENE,MYUKKE.,135,5.0,5.0,475.0,8.0,8.2,697.0,10.0,10.3,1028,0,0.0,0,0,0.0,0
Viola Illyria,Kolaa,162,2.0,2.5,539.0,6.0,6.5,683.0,9.0,9.5,927,0,0.0,0,0,0,0.0
Vainspire,satella,180,3.0,3.5,771.0,7.0,7.0,787.0,8.0,8.4,947,9+,9.9,1133,0,0,0.0
No Way Back,Nhato,153,4.0,4.5,564.0,7.0,7.5,639.0,8+,8.9,837,10,10.4,1008,0,0,0.0
ANDORXOR,Sobrem,148,4.0,4.5,559.0,7+,7.8,758.0,9+,9.9,1055,10+,10.8,1404,0,0,0.0
Undying Macula,Ashrount,63,5.0,5.5,883.0,8+,8.7,904.0,10.0,10.1,1250,11,11.0,1461,0,0,0.0
Wake in Hour,有村京悟 feat. July,128,2.0,2.5,394.0,5.0,5.5,492.0,7.0,7.5,608,8+,8.7,726,0,0,0
mod,kalsoer,158,3.0,3.5,572.0,6.0,6.5,676.0,9.0,9.4,853,0,0.0,0,0,0,0
Particle,Lime / Kankitsu,142,3.0,3.5,519.0,6.0,6.0,613.0,9.0,9.5,890,9+,9.7,881,0,0,0
Paradox Palette,Aethoro,152,4.0,4.0,476.0,7.0,7.5,653.0,8+,8.8,814,9+,9.9,1043,0,0,0
Xxium and Purple haze,D.watt,165,2.0,2.5,768.0,7+,7.8,806.0,9+,9.9,1182,10,10.5,1096,0,0,0
Angel's Boundary,MEMODEMO,196,5.0,5.0,841.0,8.0,8.5,1013.0,10.0,10.2,1246,0,0.0,0,0,0,0
Xterfusion,REDALiCE × t+pazolite,128-256,4.0,4.5,640.0,8.0,8.3,919.0,9+,9.8,1138,10+,10.7,1441,0,0,0
INFINITE DIMENSION,DJ Noriken × P*Light,200,2.0,2.5,556.0,6.0,6.0,708.0,8.0,8.6,947,10,10.1,1111,0,0,0
INCARNATOR₀₀,Silentroom × N²,234,3.0,3.5,1178.0,6.0,6.5,1276.0,8+,8.9,1565,10,10.4,1355,0,0,0
zephyrlasting,s-don × nitro (lowiro),155,3.0,3.5,563.0,7.0,7.5,832.0,9.0,9.5,1027,10,10.3,1166,0,0,0
MARENYX,BlackY × Aoi,195,4.0,4.5,886.0,7+,7.8,1143.0,9.0,9.5,1307,10+,10.8,1500,0,0,0
Code: Oblivion,Kobaryo × Gram,200,5.0,5.5,773.0,8.0,8.3,1015.0,9+,9.9,1281,10+,10.9,1503,0,0,0
AZALEA,ak+q × onoken,180,4.0,4.0,847.0,7.0,7.0,973.0,9.0,9.4,1144,10,10.0,1075,0,0,0
